Date,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone,AT,AQI,AQI_Standard
2020-05-12,20.34,38.45,12.0,22.71,2.92,0.62,31.74,30.38,38.45,Good
2020-05-13,23.27,41.45,11.53,22.26,2.79,0.66,29.09,30.38,41.45,Good
2020-05-14,24.74,42.95,11.29,22.04,2.72,0.68,27.77,30.38,42.95,Good
2020-05-15,25.48,43.7,11.18,21.92,2.69,0.69,27.11,30.38,43.7,Good
2020-05-16,25.84,44.07,11.12,21.87,2.67,0.69,26.77,30.38,44.07,Good
2020-05-17,26.02,44.25,11.09,21.84,2.66,0.69,26.61,30.38,44.25,Good
2020-05-18,26.12,44.34,11.07,21.82,2.66,0.69,26.52,30.38,44.34,Good
2020-05-19,26.16,44.39,11.07,21.81,2.66,0.69,26.48,30.38,44.39,Good
2020-05-20,26.19,44.41,11.07,21.81,2.66,0.69,26.46,30.38,44.41,Good
2020-05-21,26.2,44.42,11.07,21.81,2.66,0.69,26.45,30.38,44.42,Good
2020-05-22,26.21,44.44,11.06,21.81,2.65,0.69,26.44,30.38,44.44,Good
2020-05-23,21.63,35.74,8.82,25.42,2.42,0.65,28.79,30.38,36.05,Good
2020-05-24,17.03,31.34,7.34,28.31,4.79,0.67,29.95,30.38,33.5,Good
2020-05-25,17.75,50.25,8.42,28.86,7.45,0.64,27.01,30.38,50.25,Satisfactory
2020-05-26,17.19,26.2,8.82,24.28,8.91,0.66,23.24,30.38,33.0,Good
2020-05-27,6.84,6.8,10.91,26.12,6.09,0.61,26.5,30.38,30.5,Good
2020-05-28,13.5,28.06,23.94,21.02,2.63,0.65,33.33,30.38,33.33,Good
2020-05-29,15.51,32.7,14.45,26.54,3.37,0.62,34.27,30.38,34.27,Good
2020-05-30,15.03,30.63,12.88,39.2,2.84,0.56,34.21,30.38,34.21,Good
2020-05-31,13.79,26.61,15.0,37.66,2.79,0.64,36.75,30.38,36.75,Good
2020-06-01,13.55,28.81,19.22,38.09,5.28,0.64,26.18,30.38,32.0,Good
2020-06-02,16.96,29.13,18.81,31.92,7.06,0.57,28.67,30.38,29.13,Good
2020-06-03,15.94,28.41,15.9,26.48,11.48,0.63,35.15,30.38,35.15,Good
2020-06-04,16.45,31.09,14.61,22.65,9.89,0.68,24.91,30.38,34.0,Good
2020-06-05,14.04,28.13,13.15,24.79,8.2,0.67,25.75,30.38,33.5,Good
2020-06-06,17.57,35.24,14.41,21.93,6.88,0.71,35.52,30.38,35.52,Good
2020-06-07,23.52,44.04,17.72,17.66,5.4,0.68,36.34,30.38,44.04,Good
2020-06-08,24.1,42.77,30.27,17.56,2.43,0.72,24.88,30.38,42.77,Good
