name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Kolkata,India",2020-09-11,35,27.9,30.8,53.6,33.5,42.6,28.4,87.3,0.103,100,4.17,rain,0,0,,16.6,165.2,1003.8,41,3.8,239.7,20.7,8,,2020-09-11T05:22:02,2020-09-11T17:43:50,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-12,34,28,30.3,52,34.2,41.4,28.2,88.5,0.002,100,4.17,rain,0,0,,13,157,1006.1,47.2,3.8,126.2,11,4,,2020-09-12T05:22:20,2020-09-12T17:42:50,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-13,35,28,31,56.5,33.6,43,28.2,85.2,0.238,100,8.33,rain,0,0,,13,158.6,1006.4,46.7,3.9,179.1,15.4,7,,2020-09-13T05:22:37,2020-09-13T17:41:51,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-14,35,28.5,31.4,53.6,36.2,43.9,28.5,84.9,0.036,100,4.17,rain,0,0,,18.4,159.7,1005.4,49.1,4.2,110.8,9.5,4,,2020-09-14T05:22:54,2020-09-14T17:40:51,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-15,34,28,29.9,48.6,35.6,39.6,27.7,88.1,1.633,100,8.33,rain,0,0,,11.2,172.7,1004.8,53.9,3.9,165.9,14.3,6,,2020-09-15T05:23:11,2020-09-15T17:39:51,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42807099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-16,36,27.9,31.3,55,34,43.7,28.5,85.3,3.374,100,4.17,rain,0,0,,20.5,171.9,1004.6,45.1,3.9,136.4,11.5,5,,2020-09-16T05:23:28,2020-09-16T17:38:51,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-17,35,28.6,31.6,56.5,35.8,45.5,29,86.4,0.002,100,4.17,rain,0,0,,20.5,182.5,1003.8,52.9,4,114,9.8,4,,2020-09-17T05:23:46,2020-09-17T17:37:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2020-09-18,36,28,30.9,55,33.6,42.7,28.3,86.5,0.018,100,4.17,rain,0,0,,14.8,200.6,1002.5,50.8,3.6,165.6,14.3,7,,2020-09-18T05:24:03,2020-09-18T17:36:51,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-19,36,27,31.6,55,31.2,44.1,28.3,83.4,0,0,0,,0,0,,11.2,1.4,1000.1,40.9,4,132.6,11.4,5,,2020-09-19T05:24:20,2020-09-19T17:35:51,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-20,33,26,29.8,50.4,26,40.1,28,90.4,2.902,100,8.33,rain,0,0,,16.6,73.5,998.4,65.1,3.7,101.2,8.8,4,,2020-09-20T05:24:38,2020-09-20T17:34:50,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-21,30.3,27,28.8,42.2,31.8,37,27.5,92.8,3.139,100,12.5,rain,0,0,,16.6,95.1,998.4,68.6,3.7,134.2,11.6,4,,2020-09-21T05:24:55,2020-09-21T17:33:50,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-22,32,27,29,48.6,31.2,37.8,27.7,92.9,0.801,100,8.33,rain,0,0,,14.8,153.8,1001.2,65.5,3.3,170.5,14.7,6,,2020-09-22T05:25:13,2020-09-22T17:32:50,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-23,30,26,28.1,42.2,26,34.8,27.1,94.5,30.789,100,12.5,rain,0,0,,14.8,162.4,1004.1,68.9,3.6,143.2,12.3,5,,2020-09-23T05:25:31,2020-09-23T17:31:50,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-24,33,27.3,29.4,51.2,32.3,39.7,28.2,92.9,3.856,100,4.17,rain,0,0,,14.8,183.4,1005,70.1,3.2,95.6,8.3,3,,2020-09-24T05:25:49,2020-09-24T17:30:51,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-25,32,27.6,28.9,48.6,32.9,37.5,27.7,93.1,10.536,100,8.33,rain,0,0,,18.4,204.5,1003.1,68,3.2,131.3,11.3,5,,2020-09-25T05:26:07,2020-09-25T17:29:51,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-26,33,27.4,28.7,50.4,32.1,36.7,27.4,92.9,0.235,100,8.33,rain,0,0,,13,165.1,1002.6,65.9,3.3,59.4,5,2,,2020-09-26T05:26:25,2020-09-26T17:28:52,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-27,35,25.4,30.2,51,25.4,38.7,27,83.9,0.255,100,4.17,rain,0,0,,11.2,184.1,1003.8,42.7,4,189.8,16.4,7,,2020-09-27T05:26:43,2020-09-27T17:27:52,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-28,35,28.3,30.5,53.6,35.7,42,28.4,88.8,17.828,100,8.33,rain,0,0,,7.6,152.8,1004.3,56.6,3.1,167.2,14.5,6,,2020-09-28T05:27:02,2020-09-28T17:26:53,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-29,35,27.5,31.2,53.6,32.9,43.4,28.4,85.6,4.451,100,8.33,rain,0,0,,11.2,96.2,1003.9,51.4,3.8,146,12.7,5,,2020-09-29T05:27:21,2020-09-29T17:25:55,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-09-30,35,27.2,30.7,53.6,31,41.3,27.8,85.2,0.6,100,4.17,rain,0,0,,13,108.3,1003,57.9,3.8,106.6,9.2,4,,2020-09-30T05:27:40,2020-09-30T17:24:56,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2020-10-01,34,27,29.7,52,31.2,38.2,27,86,1.621,100,4.17,rain,0,0,,14.8,93.3,1002.7,59.6,4,143.6,12.4,6,,2020-10-01T05:27:59,2020-10-01T17:23:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2020-10-02,33,27,29.6,47.9,31.2,38.6,27.5,88.9,17.138,100,20.83,rain,0,0,,14.8,105.2,1003.9,54.9,3.9,110.7,9.5,4,,2020-10-02T05:28:18,2020-10-02T17:23:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-03,32,27,28.9,48.6,31.2,36.7,27.2,90.8,2.774,100,8.33,rain,0,0,,11.2,118.4,1005,56.3,3.7,160,13.9,6,,2020-10-03T05:28:38,2020-10-03T17:22:03,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-04,33,26,28.8,47.9,26,36.5,27.2,91.3,6.482,100,4.17,rain,0,0,,14.8,111.9,1005.4,49.1,3.6,116.2,10.1,4,,2020-10-04T05:28:58,2020-10-04T17:21:05,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-05,31.9,27,28.4,45.7,31.2,35.5,27,92,3.321,100,8.33,rain,0,0,,20.5,136,1005.4,55.5,3.4,142.6,12.3,6,,2020-10-05T05:29:18,2020-10-05T17:20:09,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-06,33,27,29.2,50.4,31.2,37.3,27.1,89.2,0.129,100,12.5,rain,0,0,,24.2,153.4,1006.6,58.6,3.5,90.6,7.8,3,,2020-10-06T05:29:39,2020-10-06T17:19:12,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-07,32,27.4,29.4,46.2,32.4,38.5,27.5,89.8,3.588,100,12.5,rain,0,0,,18.4,162.5,1007.8,52.6,3.7,116.1,10.1,4,,2020-10-07T05:30:00,2020-10-07T17:18:17,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-08,34,26.8,30,52,30.5,40,27.8,88.5,0.567,100,4.17,rain,0,0,,7.6,174.1,1008,57.9,3.8,148.3,12.7,5,,2020-10-08T05:30:21,2020-10-08T17:17:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-09,35,27.4,30,51,32.3,40.5,28.1,89.5,5.331,100,8.33,rain,0,0,,9.4,349.1,1007.5,50.3,3.3,140.3,12.3,6,,2020-10-09T05:30:43,2020-10-09T17:16:26,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-10,35,27.9,30.4,53.6,34.3,41.4,28.1,88.1,0.883,100,12.5,rain,0,0,,9.4,26.9,1006.4,50,3.5,83.3,7.3,3,,2020-10-10T05:31:05,2020-10-10T17:15:32,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-11,36,27.3,30.4,57.9,32.3,40.3,27.5,85.5,0,0,0,,0,0,,13,351,1005.6,52,3.4,242.9,20.8,8,,2020-10-11T05:31:27,2020-10-11T17:14:39,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-12,36,27.4,31.1,55,32.7,41.7,27.7,83,0,0,0,,0,0,,11.2,37.6,1004.1,43.4,3.5,252,21.9,9,,2020-10-12T05:31:50,2020-10-12T17:13:45,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-13,36,27.3,31.6,56.5,32.2,43,27.8,81.4,0,0,0,,0,0,,13,126.4,1004.7,40,3.5,220.3,18.9,8,,2020-10-13T05:32:13,2020-10-13T17:12:53,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-14,35,27.4,30.7,53.6,32,40.8,27.5,83.6,0.157,100,4.17,rain,0,0,,14.8,118.7,1005.7,44.9,4,194,16.8,7,,2020-10-14T05:32:37,2020-10-14T17:12:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2020-10-15,35,27,30.5,51,31.2,39.5,26.9,81.8,0.048,100,4.17,rain,0,0,,14.8,112.5,1005.8,36.5,4.1,164.3,14.2,6,,2020-10-15T05:33:01,2020-10-15T17:11:10,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-16,35,27.5,30,53.6,32.6,38.6,26.9,83.6,46.188,100,8.33,rain,0,0,,14.8,33.5,1005.6,41.7,3.4,206.9,18,7,,2020-10-16T05:33:25,2020-10-16T17:10:20,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2020-10-17,35,27.3,30.8,47.3,32,39.6,26.8,79.9,0,0,0,,0,0,,11.2,19.8,1005.8,44.5,3.8,179.5,15.6,6,,2020-10-17T05:33:50,2020-10-17T17:09:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-18,32,27.7,29.7,44.1,32.3,37.9,26.9,85.2,0,0,0,,0,0,,11.2,113.5,1006.5,49.4,3.3,87.6,7.4,3,,2020-10-18T05:34:15,2020-10-18T17:08:41,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-19,33,27,29.2,45.8,30.6,36.1,26.1,83.9,0,0,0,,0,0,,11.2,290.3,1006.2,66,3.2,184.8,15.9,7,,2020-10-19T05:34:41,2020-10-19T17:07:53,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-20,34,27,29.8,44.1,31.2,36.5,25.8,80.2,0,0,0,,0,0,,14.8,57.3,1006.2,42.1,3.4,158.6,13.8,6,,2020-10-20T05:35:07,2020-10-20T17:07:06,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-21,32.2,26,28.5,40.6,26,33.3,25.5,84.6,0.002,100,4.17,rain,0,0,,18.4,95.9,1006.5,55.1,4.2,71.1,6.2,3,,2020-10-21T05:35:34,2020-10-21T17:06:19,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-22,26.7,24,25.5,29.9,24,25.7,23.9,91.1,0.66,100,12.5,rain,0,0,,18.4,60.8,1004.3,81.6,3.4,79.2,7,3,,2020-10-22T05:36:01,2020-10-22T17:05:34,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-23,27,23,24.6,30.6,23,24.8,23.5,93.4,0.291,100,12.5,rain,0,0,,18.4,345.5,1002.3,91,3.4,88.9,7.5,3,,2020-10-23T05:36:29,2020-10-23T17:04:49,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-24,30.4,24,26.8,36.2,24,29.1,23.9,84.7,0,0,0,,0,0,,14.8,309.3,1006.3,65.3,3.9,230.5,19.8,8,,2020-10-24T05:36:57,2020-10-24T17:04:05,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-25,32,25,28.1,42.3,25,31.9,24.7,82.3,0,0,0,,0,0,,9.4,328.3,1009.7,57.7,3.4,152.4,13.1,6,,2020-10-25T05:37:26,2020-10-25T17:03:22,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-26,33,24,27.9,37.7,24,29.3,21.6,71.5,0,0,0,,0,0,,13,318.8,1010.3,15.7,3.3,191.4,16.5,7,,2020-10-26T05:37:55,2020-10-26T17:02:40,0.39,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-27,33,22,27.2,34.6,22,27.8,19.7,66.1,0,0,0,,0,0,,11.2,347.1,1009.8,5.2,3.5,215.4,18.7,8,,2020-10-27T05:38:25,2020-10-27T17:01:59,0.43,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-28,31.4,23,27,35.5,23,28.6,21.2,71.4,0,0,0,,0,0,,11.2,343.8,1010.4,7.9,3.1,220.6,19,8,,2020-10-28T05:38:55,2020-10-28T17:01:20,0.46,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-29,32.1,23,28,39.2,23,31.4,23.3,76.2,0,0,0,,0,0,,13,341.5,1010.1,15.1,3.8,189.2,16.3,7,,2020-10-29T05:39:25,2020-10-29T17:00:41,0.48,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-30,33,24,28.5,40.6,24,32.1,23.2,73.8,0,0,0,,0,0,,16.6,330.4,1009,5.4,3.9,204.7,17.5,8,,2020-10-30T05:39:57,2020-10-30T17:00:03,0.49,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-10-31,40,24.8,28.1,51.5,24.8,31.9,24,79.5,0.81,100,4.17,rain,0,0,,11.2,17.6,1009.5,57.4,3.1,144.1,12.4,5,,2020-10-31T05:40:28,2020-10-31T16:59:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-01,31.4,24,27.7,39.1,24,31.4,24.9,85.5,0,0,0,,0,0,,11.2,67.2,1010.3,51.4,3.7,126.9,11,5,,2020-11-01T05:41:01,2020-11-01T16:58:51,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-02,32,24,27.9,39.2,24,31.4,24.3,81.9,0,0,0,,0,0,,14.8,18.6,1011.4,34.8,3.9,178,15.5,6,,2020-11-02T05:41:33,2020-11-02T16:58:16,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-03,32,24.4,27.5,39.2,24.4,29.5,22.2,73.8,0,0,0,,0,0,,13,343,1011.7,11.4,2.9,158.6,13.8,5,,2020-11-03T05:42:07,2020-11-03T16:57:43,0.54,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-04,30.1,22,26,29.3,22,25.8,15.4,54.3,0,0,0,,0,0,,18.4,347.2,1011.7,35.8,3,183.9,15.9,7,,2020-11-04T05:42:40,2020-11-04T16:57:11,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-05,31,20,25.3,30.3,20,25.2,15.8,58.1,0,0,0,,0,0,,9.4,67.2,1013.4,11.9,3.2,199,17.1,7,,2020-11-05T05:43:14,2020-11-05T16:56:40,0.61,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-06,31,18,24.6,30.1,18,24.4,15.4,60.1,0,0,0,,0,0,,11.2,14.9,1015.3,1.5,2.9,213.7,18.5,8,,2020-11-06T05:43:49,2020-11-06T16:56:11,0.65,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-07,29,18,23.3,28.4,18,23.2,14.7,60.6,0,0,0,,0,0,,16.6,359,1015.5,0.4,2.7,186.9,16.3,7,,2020-11-07T05:44:24,2020-11-07T16:55:42,0.7,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2020-11-08,30,18,23.6,30,18,23.7,16.6,66.6,0,0,0,,0,0,,11.2,353.1,1014.9,0,3.3,213.3,18.2,8,,2020-11-08T05:45:00,2020-11-08T16:55:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-09,31,18,24.6,31.4,18,24.8,17.5,67.1,0,0,0,,0,0,,13,20.6,1013.6,1.4,3.3,225.6,19.3,8,,2020-11-09T05:45:36,2020-11-09T16:54:49,0.8,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-10,32,20,25.8,35.8,20,26.9,19.6,69.8,0,0,0,,0,0,,11.2,24.6,1013,10.4,3.7,207.4,17.8,8,,2020-11-10T05:46:12,2020-11-10T16:54:25,0.86,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2020-11-11,32.4,21.3,26.7,34.9,21.3,27.4,19,64.5,0,0,0,,0,0,,14.8,20.4,1014.3,8.7,4,221.7,19.1,8,,2020-11-11T05:46:49,2020-11-11T16:54:01,0.91,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999,remote"
