name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Kolkata,India",2021-03-04,33,20,26.7,32.2,20,26.6,16.4,56.7,0,0,0,,0,0,,13,228.3,1011,0.2,2.9,256.9,22.2,9,,2021-03-04T05:55:20,2021-03-04T17:41:26,0.67,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-05,33,24,27.5,35.3,24,28.7,21.5,71.9,0,0,0,,0,0,,13,194.2,1009.8,15.9,2.9,263.7,22.8,9,,2021-03-05T05:54:28,2021-03-05T17:41:52,0.72,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-06,35,22.9,28.4,34.6,22.9,28.6,17.9,57.3,0,0,0,,0,0,,14.8,233.4,1009.3,5.3,3.2,247.4,21.4,9,,2021-03-06T05:53:35,2021-03-06T17:42:17,0.78,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-07,33.7,21,27.4,33.7,21,27.8,19.4,65.8,0,0,0,,0,0,,9.4,138.1,1010.8,7.1,3,260.5,22.5,9,,2021-03-07T05:52:42,2021-03-07T17:42:42,0.83,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-08,33.2,25,27.8,35.7,25,29,21.8,72.5,0,0,0,,0,0,,16.6,187.9,1011.7,27.3,2.8,251.2,21.8,9,,2021-03-08T05:51:48,2021-03-08T17:43:06,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-09,32.6,24,27.2,36,24,28.8,22.7,77.6,0,0,0,,0,0,,18.4,197.2,1010.9,32.9,3.1,240.2,21,9,,2021-03-09T05:50:54,2021-03-09T17:43:30,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-10,30.3,24,26.9,35.1,24,28.9,23.4,81.9,0,0,0,,0,0,,14.8,177.4,1011.2,57.2,3.2,200.9,17.4,6,,2021-03-10T05:49:59,2021-03-10T17:43:54,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-11,31.6,24,27.5,37.8,24,30.3,24,81.8,0,0,0,,0,0,,9.4,149.4,1012.3,48.4,3.1,225,19.5,8,,2021-03-11T05:49:04,2021-03-11T17:44:17,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-12,31.3,24.9,27.6,35.5,24.9,29.9,23.5,79.4,0,0,0,,0,0,,7.6,105.9,1013.8,33.7,2.9,230.2,20,8,,2021-03-12T05:48:09,2021-03-12T17:44:41,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-13,30.6,22,25.9,33.9,22,26.4,20.5,73.2,0,0,0,,0,0,46.4,33.5,330.5,1013.7,51.3,2.5,227.7,19.7,8,,2021-03-13T05:47:14,2021-03-13T17:45:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-14,32.1,20,25.7,32.1,20,25.7,17.2,62.7,0,0,0,,0,0,,11.2,352.6,1011.5,9.6,3.4,272.6,23.5,9,,2021-03-14T05:46:18,2021-03-14T17:45:27,0.01,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-15,34.1,23,28.2,35.2,23,28.5,18.1,56.9,0,0,0,,0,0,,11.2,270.8,1010.1,18.8,3.5,265.3,23,9,,2021-03-15T05:45:22,2021-03-15T17:45:49,0.02,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-16,35.1,24,28.7,34.2,24,28.5,17.4,55.7,0,0,0,,0,0,,18.4,309.1,1009.7,4.9,3.5,279.7,24.3,9,,2021-03-16T05:44:25,2021-03-16T17:46:12,0.04,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-17,35.6,24,29.4,34.2,24,29.1,15.7,48.2,0,0,0,,0,0,,9.4,316.9,1009.2,8.3,3.3,267.6,23.1,9,,2021-03-17T05:43:29,2021-03-17T17:46:34,0.07,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-18,35,23,29.2,33.7,23,29.1,16.1,49.7,0,0,0,,0,0,,20.5,340.7,1009.1,23.7,3.1,250.1,21.7,9,,2021-03-18T05:42:32,2021-03-18T17:46:56,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-19,36,23,29.6,34.1,23,29.3,14.9,45.8,0,0,0,,0,0,,16.6,346.3,1008.4,37,3.4,249.5,21.4,9,,2021-03-19T05:41:35,2021-03-19T17:47:18,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-20,36.1,24,30.2,35.1,24,30.7,17.5,50.1,0,0,0,,0,0,,9.4,322.4,1006.5,33.2,3.2,189.4,16.6,8,,2021-03-20T05:40:38,2021-03-20T17:47:40,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-21,36.4,25,30.3,36.9,25,32.1,20.5,59.3,0,0,0,,0,0,,9.4,125.8,1007.1,38.6,2.8,235.5,20.4,8,,2021-03-21T05:39:40,2021-03-21T17:48:01,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-22,36.7,25,30.7,39.2,25,32.7,20.5,57.6,0,0,0,,0,0,,11.2,31,1009.5,20.9,2.9,247.2,21.3,8,,2021-03-22T05:38:43,2021-03-22T17:48:23,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-23,36.2,25,30.7,38.4,25,32.3,20.1,56,0,0,0,,0,0,,13,190.5,1010.3,16.7,3.2,245.8,21.3,8,,2021-03-23T05:37:46,2021-03-23T17:48:44,0.34,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-24,36.7,26,30.7,37.7,26,32.6,20.4,57.3,0,0,0,,0,0,,14.8,14.8,1009,31.6,3.1,196.9,16.9,6,,2021-03-24T05:36:48,2021-03-24T17:49:05,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-25,37.2,26,31.2,35.4,26,31.2,15.5,43.2,0,0,0,,0,0,,16.6,353.2,1008.7,16.3,3.5,262.8,22.8,9,,2021-03-25T05:35:51,2021-03-25T17:49:27,0.43,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-26,36.1,25.6,30.8,34.9,25.6,30.6,15.2,41.1,0,0,0,,0,0,,11.2,198.7,1008.9,53.7,3.3,245.1,21.1,8,,2021-03-26T05:34:54,2021-03-26T17:49:48,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-27,35.6,24,30,36.5,24,30.5,17.5,48.9,0,0,0,,0,0,,14.8,16.4,1008,17.4,3.5,253.2,22,9,,2021-03-27T05:33:56,2021-03-27T17:50:09,0.49,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-28,35,25,30,38.6,25,32.9,22.5,66.3,0,0,0,,0,0,,14.8,168,1006.4,23.3,3,236.3,20.4,8,,2021-03-28T05:32:59,2021-03-28T17:50:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-29,36.1,25,29.9,43.5,25,34.8,24.7,75.5,0,0,0,,0,0,,18.4,199.6,1004.2,21,3.1,244.3,21.1,8,,2021-03-29T05:32:02,2021-03-29T17:50:51,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-30,37.7,27.8,31.3,46,32.7,38.7,25.8,74.4,0,0,0,,0,0,,20.5,209.7,999.4,29.1,3.1,272.5,23.6,9,,2021-03-30T05:31:05,2021-03-30T17:51:12,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-03-31,39,27.6,32.3,42.1,30.9,37,22.6,61.7,0,0,0,,0,0,,14.8,229.1,997.7,10.7,3.5,273.6,23.4,9,,2021-03-31T05:30:08,2021-03-31T17:51:33,0.55,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-01,38.4,26,31.2,39.6,26,34.1,22,65.6,0,0,0,,0,0,,20.5,177,1000.9,10,3.1,290.5,25.2,10,,2021-04-01T05:29:11,2021-04-01T17:51:54,0.6,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-02,35.1,27,30.4,39.2,31.2,34.7,23.2,68.5,0,0,0,,0,0,,18.4,155,1004.5,28.9,3.3,267,23.1,9,,2021-04-02T05:28:15,2021-04-02T17:52:16,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-03,36,27,30.6,41.9,30.6,35.5,23.9,70.3,0,0,0,,0,0,,14.8,200.4,1006.4,40.3,3.2,279.5,24.2,9,,2021-04-03T05:27:18,2021-04-03T17:52:37,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-04,36,22,29.9,40.6,22,33.3,21.4,63.8,0.081,100,4.17,rain,0,0,,33.5,62.6,1007.5,40.9,3.3,239,20.7,8,,2021-04-04T05:26:22,2021-04-04T17:52:58,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-05,34,23,28.1,38.3,23,30.1,20.7,64.7,27.103,100,8.33,rain,0,0,,13,147.4,1009.1,27.8,3.4,279.4,24.1,9,,2021-04-05T05:25:26,2021-04-05T17:53:19,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-06,35.9,25.6,29.8,36.7,25.6,32.3,21.7,64.8,0,0,0,,0,0,,22.3,196.1,1008.6,13.9,3.2,280.1,24.1,9,,2021-04-06T05:24:31,2021-04-06T17:53:41,0.86,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2021-04-07,34,26,29.3,40.6,26,32.8,23.8,73.5,0,0,0,,0,0,,22.3,178.7,1008.7,26.9,3.5,275.4,23.7,9,,2021-04-07T05:23:36,2021-04-07T17:54:02,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-08,34,26.6,29.6,40.6,26.6,34.9,24.9,77.1,0,0,0,,0,0,,27.7,205.9,1007,59,3.3,218.6,18.8,8,,2021-04-08T05:22:41,2021-04-08T17:54:24,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-09,34,26.7,30,42,29.5,35.5,24.6,73.9,0,0,0,,0,0,,25.9,194.3,1008.1,63.2,3.5,200.6,17.4,7,,2021-04-09T05:21:46,2021-04-09T17:54:45,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-10,35.1,27.4,30.5,40.6,32,36,24.6,73.5,0,0,0,,0,0,,18.4,214.7,1009.5,54.4,3.4,260.7,22.5,9,,2021-04-10T05:20:52,2021-04-10T17:55:07,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-11,36,26.8,31,40.8,30,34.3,21.9,62.4,0,0,0,,0,0,,18.4,216.3,1010.2,35.5,3.4,290.3,25,9,,2021-04-11T05:19:59,2021-04-11T17:55:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-12,37,27,31.3,41,29.6,35.6,22.9,63,0,0,0,,0,0,,14.8,223.2,1010.2,51.1,3.5,283.5,24.3,9,,2021-04-12T05:19:06,2021-04-12T17:55:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-13,37,27.1,31.2,43.2,30.9,36.3,23.9,67.6,0,0,0,,0,0,,18.4,215.8,1009.1,31.5,3.8,285,24.5,10,,2021-04-13T05:18:13,2021-04-13T17:56:13,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-14,38,27,31.4,43.7,31,36.8,24.3,69.2,0,0,0,,0,0,,22.3,214.5,1007.7,32.5,3.8,282.8,24.3,9,,2021-04-14T05:17:21,2021-04-14T17:56:36,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-15,36,27,31.1,41.9,31.2,36.4,24.3,70,0,0,0,,0,0,,18.4,200.7,1006.6,52.9,3.7,153.3,13.1,5,,2021-04-15T05:16:29,2021-04-15T17:56:58,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-16,34.3,27.9,30.7,40.6,31.9,35.3,23.4,67.3,0,0,0,,0,0,,22.3,202.5,1006.8,67.1,3.2,222.5,19.2,8,,2021-04-16T05:15:38,2021-04-16T17:57:21,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-17,33.6,23,28.9,39.3,23,32.4,23.2,72.4,0.218,100,8.33,rain,0,0,,22.3,160.1,1009.1,45.2,3.8,292.2,25.5,10,,2021-04-17T05:14:47,2021-04-17T17:57:44,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-18,34,24,29.4,40.6,24,33.6,23.3,70.6,0,0,0,,0,0,,22.3,212.8,1008.5,50.7,3.8,291,25.2,9,,2021-04-18T05:13:57,2021-04-18T17:58:07,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-19,38,26,31.4,38.3,26,33.6,19.6,55.3,0,0,0,,0,0,,18.4,251.1,1006.1,20.1,3.7,303.4,26,10,,2021-04-19T05:13:08,2021-04-19T17:58:30,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-20,37,27.9,31.6,47.6,32.8,38.8,25.5,71.6,0,0,0,,0,0,,25.9,212.9,1006,29.9,3.8,303.7,26.1,10,,2021-04-20T05:12:19,2021-04-20T17:58:54,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-21,37,23.8,31.1,45,23.8,37.7,24.9,71.2,8.913,100,4.17,rain,0,0,,25.9,215.6,1007.4,43.1,3.9,284.6,24.5,9,,2021-04-21T05:11:31,2021-04-21T17:59:17,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-22,31,24.3,27.7,37.7,24.3,30.6,23.5,78.4,0,0,0,,0,0,,22.3,343.8,1008.5,70.9,3.1,240.9,20.8,9,,2021-04-22T05:10:43,2021-04-22T17:59:41,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-23,37,25.5,30.5,37,25.5,31.7,19.8,58.4,0,0,0,,0,0,,13,307.5,1008.1,53,3.4,290,25,10,,2021-04-23T05:09:56,2021-04-23T18:00:05,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-24,38.1,25,32.3,40.5,25,34.4,20.1,52,0,0,0,,0,0,,16.6,211.8,1006.6,27.3,3.5,292.1,25.3,9,,2021-04-24T05:09:10,2021-04-24T18:00:29,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-25,39.2,28.3,33.1,43.8,31.4,37,21.9,54.4,0,0,0,,0,0,,18.4,197.6,1005.9,22.6,4,292.8,25.2,10,,2021-04-25T05:08:25,2021-04-25T18:00:54,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-26,39,28.1,32.7,41.9,31.8,37.2,22.3,59.2,0,0,0,,0,0,,22.3,203.6,1005.3,23.3,3.9,266.3,23.2,9,,2021-04-26T05:07:40,2021-04-26T18:01:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-27,38.1,27.9,32.1,46.3,33.3,39.6,25.5,70.5,0,0,0,,0,0,,18.4,202.6,1006.1,28.4,3.7,223,19.4,8,,2021-04-27T05:06:57,2021-04-27T18:01:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-28,36.4,28,31.4,46.3,34.2,39.4,26.1,74.6,0,0,0,,0,0,,20.5,182.8,1008,30.9,3.6,254.7,22.2,8,,2021-04-28T05:06:14,2021-04-28T18:02:08,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-29,36,27,31.1,41.9,28.9,35.6,23.1,64.5,0,0,0,,0,0,,18.4,192.1,1008.3,22.6,3.8,121.3,10.4,4,,2021-04-29T05:05:31,2021-04-29T18:02:34,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-04-30,36,27,31,40.6,27.7,35.1,22.1,60.4,0,0,0,,0,0,,27.7,202,1007.5,34,3.5,258,22.1,8,,2021-04-30T05:04:50,2021-04-30T18:02:59,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-01,36,26,30.9,38.9,26,33.3,20.2,54.4,0,0,0,,0,0,,16.6,193,1007.7,28.5,4.2,281.5,24.3,9,,2021-05-01T05:04:10,2021-05-01T18:03:25,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-02,35.4,24.9,29.1,42.5,24.9,33.2,23.7,74,0.98,100,8.33,rain,0,0,,31.7,179.9,1008,53.1,3.4,268.3,23,9,,2021-05-02T05:03:30,2021-05-02T18:03:50,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-03,35,23.2,28.6,38.3,23.2,30.5,21.2,66.7,1.623,100,4.17,rain,0,0,,25.9,245.2,1006.9,52.1,3.8,241.1,20.9,8,,2021-05-03T05:02:51,2021-05-03T18:04:16,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-04,29.3,21,25.3,33.6,21,26.1,22.4,84.5,21.407,100,12.5,rain,0,0,,13,74.5,1008.2,76.5,2.8,170.3,14.6,5,,2021-05-04T05:02:14,2021-05-04T18:04:43,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-05,33,24,26.6,39.3,24,28.4,23.1,82.2,0.734,100,8.33,rain,0,0,,22.3,187.9,1008.3,66.3,3.1,221.6,19.2,7,,2021-05-05T05:01:37,2021-05-05T18:05:09,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-06,34.3,23,28.3,41.5,23,31.8,23.3,75.4,10.519,100,8.33,rain,0,0,,16.6,184.5,1009.2,52.7,3.6,281,24.3,9,,2021-05-06T05:01:01,2021-05-06T18:05:35,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2021-05-07,35.1,25,28.8,42,25,32.5,23.6,74.3,0.405,100,4.17,rain,0,0,,25.9,175.8,1009.8,52.3,4,290.2,25.1,9,,2021-05-07T05:00:26,2021-05-07T18:06:02,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999,remote"
"Kolkata,India",2021-05-08,34.3,26,30,39.4,26,34.1,23.6,69.7,0,0,0,,0,0,,14.8,131.3,1008.5,41.3,3.9,304,26.2,9,,2021-05-08T04:59:52,2021-05-08T18:06:29,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-09,35,23,28.3,42,23,32.2,24.5,81.4,29.283,100,8.33,rain,0,0,55.4,37.1,209,1007.3,64.9,4,289,24.9,9,,2021-05-09T04:59:19,2021-05-09T18:06:56,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-10,34,24,28.4,45.3,24,32.9,24.8,81.7,0,0,0,,0,0,,25.9,173.9,1005.9,56.9,3.5,291.6,25.3,9,,2021-05-10T04:58:47,2021-05-10T18:07:23,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-11,33.6,23,26.9,44.1,23,31.2,24.9,89.1,99.82,100,4.17,rain,0,0,,22.3,104.4,1005.4,74.1,3.1,270.7,23.4,9,,2021-05-11T04:58:16,2021-05-11T18:07:50,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-12,32.1,22,27.1,40.9,22,30.5,24.1,84.7,11.089,100,8.33,rain,0,0,55.4,37.1,242.6,1004.2,68.4,3.1,310.1,26.9,10,,2021-05-12T04:57:46,2021-05-12T18:08:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-13,31.2,24.2,27.7,37.7,24.2,30.8,24.1,81.5,0.895,100,12.5,rain,0,0,,27.7,257.6,1003.6,63.2,3.3,303.5,26.1,10,,2021-05-13T04:57:17,2021-05-13T18:08:45,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-14,35,24.8,30.1,43.8,24.8,35.9,25,75.5,0,0,0,,0,0,,9.4,213.2,1003,33.7,3.9,313.7,27.1,10,,2021-05-14T04:56:50,2021-05-14T18:09:12,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-15,37,28,31.9,48.7,33.6,40.8,26.5,74.7,0,0,0,,0,0,,18.4,195.1,1004.3,37.3,4.4,301.3,26,10,,2021-05-15T04:56:23,2021-05-15T18:09:39,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-16,35.7,29,31.8,51,36.7,41.7,27.1,77,0,0,0,,0,0,,18.4,189.7,1005.4,44.6,3.9,262.7,22.8,8,,2021-05-16T04:55:57,2021-05-16T18:10:07,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-17,37,29,32.5,49.7,36.8,42.8,27.1,74.6,0,0,0,,0,0,,18.4,205.1,1005.2,33.5,4.3,247.6,21.3,8,,2021-05-17T04:55:33,2021-05-17T18:10:34,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-18,38.4,26.8,32.5,51.7,29.9,43.6,27.5,76.5,0.187,100,4.17,rain,0,0,55.4,37.1,219.9,1004.7,48.6,3.7,215.8,18.7,7,,2021-05-18T04:55:09,2021-05-18T18:11:02,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
"Kolkata,India",2021-05-19,36.4,25.9,31.8,52,25.9,42,27,76.8,1.621,100,4.17,rain,0,0,,14.8,213,1004.2,51.7,3.6,162.5,14.1,5,,2021-05-19T04:54:47,2021-05-19T18:11:29,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
